[DEBUG] [2021-01-28 11:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b437fe37b1ef4ff186bd1f36dafd2425, msgType : 19
[DEBUG] [2021-01-28 11:02:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a29b3cea231944f5b24a24147c343fb2, msgType : 19
[DEBUG] [2021-01-28 11:02:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3a9217ddc4d24597aef5521a61f690dd, msgType : 19
[DEBUG] [2021-01-28 11:02:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2825fc343ef64be991b2c84f9be9b153, msgType : 19
[DEBUG] [2021-01-28 11:02:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 986a49e85e0f4542be56455621e7abd1, msgType : 19
[DEBUG] [2021-01-28 11:02:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bc94eda86a4844f49cb06498d2387e55, msgType : 19
[DEBUG] [2021-01-28 11:02:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 51f7c2a9fc114790becb758cad2c7e14, msgType : 19
[DEBUG] [2021-01-28 11:02:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e3e5785d2b9c4284b4b1b037949d7efb, msgType : 19
[DEBUG] [2021-01-28 11:02:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4df827afbfae40179ab9723d194786ce, msgType : 19
[DEBUG] [2021-01-28 11:02:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fd62c26a755249abb3446699cbc690a6, msgType : 19
[DEBUG] [2021-01-28 11:02:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f91ea658b22c42c68275a49a949c190f, msgType : 19
[DEBUG] [2021-01-28 11:02:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 928002f27d30402f9565f5d11e6ebb39, msgType : 18
[DEBUG] [2021-01-28 11:02:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5bdad7ee55b147548c8d876730ce7378, msgType : 18
[DEBUG] [2021-01-28 11:02:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2099dbe2600743e086aaa1584143acb2, msgType : 19
[DEBUG] [2021-01-28 11:02:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 811254008be6454e9745a036b9eb3964, msgType : 19
[DEBUG] [2021-01-28 11:02:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d5893ad98e2e4228af68d2631849e69f, msgType : 19
[DEBUG] [2021-01-28 11:02:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : eda03503e6594926bfa19b43fc531fdb, msgType : 19
[DEBUG] [2021-01-28 11:02:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 657ede82fe1543cbbf5b1ff8ae0dd002, msgType : 19
[DEBUG] [2021-01-28 11:02:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8cc98796d51c436f9fda08a30bea6f7e, msgType : 19
[DEBUG] [2021-01-28 11:02:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a1e5a405b4644e708f0a172c07b459dc, msgType : 19
[DEBUG] [2021-01-28 11:02:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6942966da80040ec86c4d85cfb075db4, msgType : 19
[DEBUG] [2021-01-28 11:02:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 77b1960819e64e9fbb03e37b4ad2a8f3, msgType : 19
[DEBUG] [2021-01-28 11:02:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5facf72cf95a4833b3778ab66e99c3fb, msgType : 19
[DEBUG] [2021-01-28 11:02:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d974ebf4462c46e299194657cc10aef3, msgType : 19
[DEBUG] [2021-01-28 11:02:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d6529de2a9404ffca4cadd520879fb90, msgType : 19
[DEBUG] [2021-01-28 11:02:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 83eef7010e00434598423f903dde208c, msgType : 19
[DEBUG] [2021-01-28 11:02:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : edde32c5bded4260bfd792940d466754, msgType : 19
[DEBUG] [2021-01-28 11:02:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ef688bef453d4de29e7a9cf6b9e70167, msgType : 19
[DEBUG] [2021-01-28 11:02:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2b22d04f846b4d18adb01287a6c6f65e, msgType : 19
[DEBUG] [2021-01-28 11:02:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cc1af3b43a754e91b80139699fc9c660, msgType : 19
[DEBUG] [2021-01-28 11:02:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 33fcf9d5b0d34799845bd43ffb624a46, msgType : 19
[DEBUG] [2021-01-28 11:02:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 77495e9598aa4ebbb5aa4339f6afc281, msgType : 19
[DEBUG] [2021-01-28 11:02:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : eb986b28f92f4b4aaa18608a50d1813c, msgType : 19
[DEBUG] [2021-01-28 11:02:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e9eff09d8cf645f388eb0afffed64acb, msgType : 19
[DEBUG] [2021-01-28 11:02:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 457cbe66b6b042bdbf8930126e5ce001, msgType : 19
[DEBUG] [2021-01-28 11:02:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a28ccf24456943fca3f215542bc85ad2, msgType : 19
[DEBUG] [2021-01-28 11:02:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 443cc371ecf74d4cbee764d981bf2b35, msgType : 19
[DEBUG] [2021-01-28 11:02:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bef6a1b6fb3148d6b3181eaa12ae732d, msgType : 19
[DEBUG] [2021-01-28 11:02:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 78563a79588f41d294b9eb50b5569c59, msgType : 19
[DEBUG] [2021-01-28 11:02:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 89a5367a113f4ebb914a7137fa0ca123, msgType : 19
[DEBUG] [2021-01-28 11:02:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4165356a83724beda131455a7e935a12, msgType : 19
[DEBUG] [2021-01-28 11:02:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 333d3093347b4b2caffe758a18bae7e9, msgType : 19
[DEBUG] [2021-01-28 11:02:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 397ec3ea598c4a50b045f51afe70495c, msgType : 19
[DEBUG] [2021-01-28 11:02:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3bba5aa42f154653b7c1d1a9cdc2bbcd, msgType : 19
[DEBUG] [2021-01-28 11:02:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d4a657e8a85e49fe86aedbe6f90740fb, msgType : 19
[DEBUG] [2021-01-28 11:02:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dfe438f67efe424a82d03336564b58c3, msgType : 19
[DEBUG] [2021-01-28 11:02:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 73e09927e6fc4f778ec7a62badd9acc8, msgType : 19
[DEBUG] [2021-01-28 11:02:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e824be8e0ac74211a1a7212b29007ece, msgType : 19
[DEBUG] [2021-01-28 11:02:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 95aabf472ec8451595bf528bdb753337, msgType : 19
[DEBUG] [2021-01-28 11:02:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9c6dc89d296542689bb9c89a870b14af, msgType : 19
[DEBUG] [2021-01-28 11:02:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cafb0b85097c40ebb2f669881c42bb74, msgType : 19
[DEBUG] [2021-01-28 11:02:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5992fe413fc047109d0b2bb54102fe5f, msgType : 19
[DEBUG] [2021-01-28 11:02:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9bcb0d90f4de451e865bc9946ff752f4, msgType : 19
[DEBUG] [2021-01-28 11:03:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ef5d0df817ae4105b47f3720f9d28c8a, msgType : 19
[DEBUG] [2021-01-28 11:03:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 44903ef5f4b5489181d9912b6ebade52, msgType : 19
[DEBUG] [2021-01-28 11:03:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : faa0a329e18d40d6a0b166b82a4e973b, msgType : 19
[DEBUG] [2021-01-28 11:03:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f8c86533e70e4bc6b5890eb148bf2f56, msgType : 19
[DEBUG] [2021-01-28 11:03:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1537b6b4c6e64ab083d0115e355e22ed, msgType : 19
[DEBUG] [2021-01-28 11:03:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bf1d8c55c8414bb49b0bff5017e328d4, msgType : 19
[DEBUG] [2021-01-28 11:03:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8061d42ea25049f49e063378380bdc0a, msgType : 19
[DEBUG] [2021-01-28 11:03:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f8fef45c66d74272a3ff6ce6badbc044, msgType : 19
[DEBUG] [2021-01-28 11:03:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d4af627242944c04b01d073313377f3f, msgType : 19
[DEBUG] [2021-01-28 11:03:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 67f046f339584df288b7fade6ee6c853, msgType : 19
[DEBUG] [2021-01-28 11:03:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a5074b3d3f864987b01de63d19b211c9, msgType : 19
[DEBUG] [2021-01-28 11:03:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2cc3919a8cff4cc1a017c54c901a3795, msgType : 19
[DEBUG] [2021-01-28 11:03:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 55ac006513224bbcb95f29bfa74e2ba4, msgType : 19
[DEBUG] [2021-01-28 11:03:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0ca35b2528284b08b292219942542964, msgType : 19
[DEBUG] [2021-01-28 11:03:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8594436c9c4940c7919277004b7f25e9, msgType : 19
[DEBUG] [2021-01-28 11:03:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 238c684cd21e47179973d6274fbe7c95, msgType : 19
[DEBUG] [2021-01-28 11:03:19] MutablePropertySources.addLast(106) | Adding PropertySource 'systemProperties' with lowest search precedence
[DEBUG] [2021-01-28 11:03:19] MutablePropertySources.addLast(106) | Adding PropertySource 'systemEnvironment' with lowest search precedence
[DEBUG] [2021-01-28 11:03:19] AbstractEnvironment.<init>(125) | Initialized StandardEnvironment with PropertySources [MapPropertySource@716083600 {name='systemProperties', properties={java.runtime.name=Java(TM) SE Runtime Environment, sun.boot.library.path=/home/handx/jdk1.8.0_192/jre/lib/amd64, java.vm.version=25.192-b12, jdk.tls.namedGroups=secp256k1, java.vm.vendor=Oracle Corporation, java.vendor.url=http://java.oracle.com/, path.separator=:, java.vm.name=Java HotSpot(TM) 64-Bit Server VM, file.encoding.pkg=sun.io, user.country=GB, sun.java.launcher=SUN_STANDARD, sun.os.patch.level=unknown, java.vm.specification.name=Java Virtual Machine Specification, user.dir=/home/handx/fisco/asset-app/dist, java.runtime.version=1.8.0_192-b12, java.awt.graphicsenv=sun.awt.X11GraphicsEnvironment, java.endorsed.dirs=/home/handx/jdk1.8.0_192/jre/lib/endorsed, os.arch=amd64, java.io.tmpdir=/tmp, line.separator=
, java.vm.specification.vendor=Oracle Corporation, os.name=Linux, sun.jnu.encoding=UTF-8, java.library.path=/usr/java/packages/lib/amd64:/usr/lib64:/lib64:/lib:/usr/lib, java.specification.name=Java Platform API Specification, java.class.version=52.0, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, os.version=5.4.0-26-generic, user.home=/home/handx, user.timezone=Asia/Shanghai, java.awt.printerjob=sun.print.PSPrinterJob, file.encoding=UTF-8, java.specification.version=1.8, java.class.path=apps/asset-app.jar:conf/:lib/bcprov-jdk15on-1.60.jar:lib/spring-context-4.3.27.RELEASE.jar:lib/commons-logging-1.2.jar:lib/commons-lang3-3.1.jar:lib/fisco-bcos-java-sdk-2.8.0-SNAPSHOT.jar:lib/javapoet-1.7.0.jar:lib/picocli-3.6.0.jar:lib/slf4j-log4j12-1.7.30.jar:lib/spring-core-4.3.27.RELEASE.jar:lib/netty-all-4.1.53.Final.jar:lib/spring-webmvc-4.3.27.RELEASE.jar:lib/commons-io-2.4.jar:lib/slf4j-api-1.7.30.jar:lib/jackson-core-2.11.0.jar:lib/spring-aop-4.3.27.RELEASE.jar:lib/spring-tx-4.3.27.RELEASE.jar:lib/spring-web-4.3.27.RELEASE.jar:lib/tcnative-2.0.34.0.jar:lib/lombok-1.18.6.jar:lib/fastjson-1.2.68.jar:lib/spring-beans-4.3.27.RELEASE.jar:lib/jackson-databind-2.11.0.jar:lib/jackson-annotations-2.11.0.jar:lib/key-mini-toolkit-1.0.3-SNAPSHOT.jar:lib/netty-sm-ssl-context-1.2.0.jar:lib/gson-2.8.1.jar:lib/spring-expression-4.3.27.RELEASE.jar:lib/log4j-1.2.17.jar:lib/toml4j-0.7.2.jar, user.name=handx, java.vm.specification.version=1.8, sun.java.command=org.fisco.bcos.asset.client.Server, java.home=/home/handx/jdk1.8.0_192/jre, sun.arch.data.model=64, user.language=en, java.specification.vendor=Oracle Corporation, awt.toolkit=sun.awt.X11.XToolkit, java.vm.info=mixed mode, java.version=1.8.0_192, java.ext.dirs=/home/handx/jdk1.8.0_192/jre/lib/ext:/usr/java/packages/lib/ext, sun.boot.class.path=/home/handx/jdk1.8.0_192/jre/lib/resources.jar:/home/handx/jdk1.8.0_192/jre/lib/rt.jar:/home/handx/jdk1.8.0_192/jre/lib/sunrsasign.jar:/home/handx/jdk1.8.0_192/jre/lib/jsse.jar:/home/handx/jdk1.8.0_192/jre/lib/jce.jar:/home/handx/jdk1.8.0_192/jre/lib/charsets.jar:/home/handx/jdk1.8.0_192/jre/lib/jfr.jar:/home/handx/jdk1.8.0_192/jre/classes, java.vendor=Oracle Corporation, file.separator=/, java.vendor.url.bug=http://bugreport.sun.com/bugreport/, sun.io.unicode.encoding=UnicodeLittle, sun.cpu.endian=little, sun.desktop=gnome, sun.cpu.isalist=}}, SystemEnvironmentPropertySource@791885625 {name='systemEnvironment', properties={PATH=.:/home/handx/jdk1.8.0_192/bin:/home/handx/apache-ant-1.10.9/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/home/handx/go/bin:/home/handx/Desktop/sonar-runner-2.4/bin, LC_MEASUREMENT=zh_CN.UTF-8, INVOCATION_ID=68467831794443ada38864f10fbd7a32, XAUTHORITY=/run/user/1000/gdm/Xauthority, LC_TELEPHONE=zh_CN.UTF-8, XMODIFIERS=@im=ibus, GDMSESSION=ubuntu, XDG_DATA_DIRS=/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop, LC_TIME=zh_CN.UTF-8, PAPERSIZE=a4, GTK_IM_MODULE=ibus, DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus,guid=f0f6e86897ea5a1e6c5bcc8960121e5d, XDG_CURRENT_DESKTOP=ubuntu:GNOME, JRE_HOME=/home/handx/jdk1.8.0_192/jre, JOURNAL_STREAM=9:27629, SSH_AGENT_PID=1352, COLORTERM=truecolor, QT4_IM_MODULE=ibus, LC_PAPER=zh_CN.UTF-8, USERNAME=handx, SESSION_MANAGER=local/handx-VirtualBox:@/tmp/.ICE-unix/1480,unix/handx-VirtualBox:/tmp/.ICE-unix/1480, LOGNAME=handx, MANAGERPID=1173, PWD=/home/handx/fisco/asset-app/dist, IM_CONFIG_PHASE=1, LANGUAGE=en_GB:en, LESSOPEN=| /usr/bin/lesspipe %s, SHELL=/bin/bash, LC_ADDRESS=zh_CN.UTF-8, GOPATH=/home/handx/go, GNOME_DESKTOP_SESSION_ID=this-is-deprecated, GNOME_TERMINAL_SCREEN=/org/gnome/Terminal/screen/9e28ae18_902e_46b9_ba12_d5f37faa64ae, GTK_MODULES=gail:atk-bridge, CLUTTER_IM_MODULE=ibus, DBUS_STARTER_ADDRESS=unix:path=/run/user/1000/bus,guid=f0f6e86897ea5a1e6c5bcc8960121e5d, LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:, XDG_SESSION_DESKTOP=ubuntu, SHLVL=1, LC_IDENTIFICATION=zh_CN.UTF-8, LESSCLOSE=/usr/bin/lesspipe %s %s, LC_MONETARY=zh_CN.UTF-8, QT_IM_MODULE=ibus, JAVA_HOME=/home/handx/jdk1.8.0_192, TERM=xterm-256color, GNOME_TERMINAL_SERVICE=:1.200, XDG_CONFIG_DIRS=/etc/xdg/xdg-ubuntu:/etc/xdg, LANG=en_GB.UTF-8, XDG_SESSION_TYPE=x11, ANT_HOME=/home/handx/apache-ant-1.10.9, DISPLAY=:0, LC_NAME=zh_CN.UTF-8, _=/home/handx/jdk1.8.0_192/bin/java, XDG_SESSION_CLASS=user, GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1, DESKTOP_SESSION=ubuntu, USER=handx, CLASSPATH=.:/home/handx/jdk1.8.0_192/lib:/home/handx/jdk1.8.0_192/jre/lib, XDG_MENU_PREFIX=gnome-, VTE_VERSION=6001, WINDOWPATH=2, QT_ACCESSIBILITY=1, LC_NUMERIC=zh_CN.UTF-8, SSH_AUTH_SOCK=/run/user/1000/keyring/ssh, GNOME_SHELL_SESSION_MODE=ubuntu, XDG_RUNTIME_DIR=/run/user/1000, HOME=/home/handx, DBUS_STARTER_BUS_TYPE=session}}]
[INFO] [2021-01-28 11:03:19] AbstractApplicationContext.prepareRefresh(583) | Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@7de26db8: startup date [Thu Jan 28 11:03:19 CST 2021]; root of context hierarchy
[DEBUG] [2021-01-28 11:03:19] MutablePropertySources.addLast(106) | Adding PropertySource 'systemProperties' with lowest search precedence
[DEBUG] [2021-01-28 11:03:19] MutablePropertySources.addLast(106) | Adding PropertySource 'systemEnvironment' with lowest search precedence
[DEBUG] [2021-01-28 11:03:19] AbstractEnvironment.<init>(125) | Initialized StandardEnvironment with PropertySources [MapPropertySource@787387795 {name='systemProperties', properties={java.runtime.name=Java(TM) SE Runtime Environment, sun.boot.library.path=/home/handx/jdk1.8.0_192/jre/lib/amd64, java.vm.version=25.192-b12, jdk.tls.namedGroups=secp256k1, java.vm.vendor=Oracle Corporation, java.vendor.url=http://java.oracle.com/, path.separator=:, java.vm.name=Java HotSpot(TM) 64-Bit Server VM, file.encoding.pkg=sun.io, user.country=GB, sun.java.launcher=SUN_STANDARD, sun.os.patch.level=unknown, java.vm.specification.name=Java Virtual Machine Specification, user.dir=/home/handx/fisco/asset-app/dist, java.runtime.version=1.8.0_192-b12, java.awt.graphicsenv=sun.awt.X11GraphicsEnvironment, java.endorsed.dirs=/home/handx/jdk1.8.0_192/jre/lib/endorsed, os.arch=amd64, java.io.tmpdir=/tmp, line.separator=
